1;2;3;4;5;6;7;8;9;10;11
RRE
PARAMETERS
window_size;threshold_L;threshold_H;p_t_ini;e_ini;size_ratio;subs_NOx;min_packages;max_packages
60;80000;100000;100000;4000;4;9000;1;20
ALL SIMULATION RESULTS
total_steps(sec);minutes;avg_time_per_package (sec);p_t_total_all_steps;e_t_total_all_steps;p_t_control_zone_all_steps;e_t_control_zone_all_steps;avg_k_all_steps;veh_enter_cz_all_steps;not_veh_enter_cz_all_steps;avg_total_time_all_steps
16785;280.0;1942.3833281131147;9617353217.090206;80445072.63675734;39479757.45449186;2303288.61419103;0.21068638756266314;1541;2692;1941.558232931727
WINDOWS
step;NOx_total_w;NOx_total_acum;lambda;p_t_total;e_t_total;p_t_control_zone;e_t_control_zone;k_control_zone;num_veh_total;num_vehicles_control_zone
60;454.59762078585607;454.59762078585607;0.8;100000;454.59762078585607;100000;0;0.0;12;0
60;454.59762078585607;909.1952415717121;0.8;100000;454.59762078585607;100000;0;0.0;12;0
120;3534.4199646280235;4443.615206199735;0.8100043020890668;86839.84512479359;3534.4199646280235;96709.9612811984;0;0.0;29;0
180;18091.844226691937;22535.459432891672;0.9100117273476477;72171.26716697021;18091.844226691937;92519.85573506956;0;0.16450193594008017;43;0
240;33121.79637853597;55657.25581142764;0.8892842952595291;73278.82891616314;33121.79637853597;88516.2970777338;0;0.37400721324652186;62;0
300;38251.2612524624;93908.51706389003;1.094588485665605;72124.90468466375;38251.2612524624;82665.00070674336;0;0.5741851461133097;79;0
360;49133.31317840492;143041.83024229493;1.0706797949691644;82713.74524417875;49133.31317840492;77028.88255202088;0;0.8667499646628319;100;0
420;61868.66499210727;204910.4952344022;1.1568718270819383;102935.02446133623;61868.66499210727;70617.03610828343;32.76943860438014;1;116;3
480;72738.1505241563;277648.6457585585;0.8347755330517665;145621.25579562894;72738.1505241563;67104.05631081753;260.5733387029103;1;134;10
540;75583.37612094835;353232.0218795068;0.9687687278741082;186328.95771310938;75583.37612094835;62761.46641424668;4376.328654296121;1;145;25
600;79077.58813434697;432309.61001385376;0.8119188877752281;236177.4658875481;79077.58813434697;72084.51217924987;16630.315754980238;1;158;47
660;81346.00348899177;513655.6135028455;0.8874551899214413;285575.08253936796;81346.00348899177;98934.47118534846;34837.05571539157;1;176;57
720;90430.92583074767;604086.5393335932;1.002142115241345;339928.89222142723;90430.92583074767;128268.5538861557;38353.361737979336;0.05327644073257687;199;80
780;108821.82901106069;712908.3683446539;0.8106143878735454;419568.6032690403;108821.82901106069;162990.7777000864;42017.75330479259;0;213;88
840;105684.21529542939;818592.5836400832;0.8795350602746594;493589.556394582;105684.21529542939;194953.5069128937;39878.544755279254;0;229;89
900;117011.11720745254;935603.7008475357;1.0599537751118093;572442.3376980094;117011.11720745254;228544.32795604956;43130.40501916215;0;247;87
960;122022.8886182645;1057626.5894658002;1.0179765922412867;657818.0689955876;122022.8886182645;260323.82530868225;40941.28668280429;0;266;86
1020;139003.9657181582;1196630.5551839585;0.8881762488162787;764847.6897563598;139003.9657181582;281508.2899307598;29178.050861424097;0;284;80
1080;147466.26418876063;1344096.8193727192;1.0357062735503635;875028.5280973073;147466.26418876063;288638.21073508414;16451.277266277597;0;299;63
1140;155743.1462647219;1499839.965637441;1.1237721826711307;990315.8757858685;155743.1462647219;282730.8982324729;4206.637141428949;0;314;56
1200;167106.74821018014;1666946.713847621;0.8025995038712245;1128529.0418566847;167106.74821018014;275558.52061857923;51.01792094736608;0;329;33
1260;181950.26645617423;1848896.9803037953;1.1223277007331232;1270075.5110864665;181950.26645617423;265457.5713119811;0.0;0;351;23
1320;195684.05534406452;2044581.0356478598;1.0792557579952908;1426906.3591427004;195684.05534406452;255744.26949002352;0.0;0;364;23
1380;208554.29471123888;2253135.3303590985;0.9361002066071967;1601761.0464160803;208554.29471123888;247319.36763055876;0.0;0;377;24
1440;223274.56082637567;2476409.891185474;0.8621917999247126;1793996.7024451662;223274.56082637567;239559.64143123635;0.0;0;387;24
1500;229830.87204565768;2706240.7632311317;1.1828852288827125;1981243.7062510462;229830.87204565768;228913.67437129194;0.0;0;366;25
1560;232095.10439351344;2938335.867624645;0.9346378180450508;2179691.849194938;232095.10439351344;220501.93400888648;0.0;0;370;23
1620;230551.63898848157;3168887.5066131265;0.8370983373520592;2380107.948038745;230551.63898848157;212968.04897271795;0.0;0;359;18
1680;250698.5505066801;3419586.0571198068;0.8386865507333856;2600613.7827190235;250698.5505066801;205419.8700161175;0.0;0;375;25
1740;261560.66015725728;3681146.717277064;1.1389977465389838;2821170.5240008775;261560.66015725728;195168.89029726663;0.0;0;385;25
1800;269801.790643896;3950948.50792096;1.0414904125467563;3053478.65979309;269801.790643896;185795.47658434583;0.0;0;399;31
1860;285487.06705532793;4236435.574976288;1.122851309309752;3298543.079713267;285487.06705532793;175689.81480055806;0.0;0;413;34
1920;286346.84220519423;4522782.417181482;1.091892714677527;3545581.7841900703;286346.84220519423;165862.7803684603;0.0;0;427;30
1980;297191.66129748686;4819974.078478969;1.0144912365818803;3806251.7609706093;297191.66129748686;156732.35923922338;0.0;0;434;32
2040;296972.86476346134;5116946.94324243;1.1892463055917482;4060411.758732768;296972.86476346134;146029.14248889766;0.0;0;447;34
2100;318549.37768357503;5435496.320926005;0.9514137508833413;4344710.241384543;318549.37768357503;137466.4187309476;0.0;0;461;34
2160;311609.39669104945;5747105.7176170545;1.0208162525092908;4619570.252985258;311609.39669104945;128279.07245836398;0.0;0;477;29
2220;320957.59072939097;6068063.308346446;1.1317618657011979;4899784.416549406;320957.59072939097;118093.2156670532;0.0;0;488;28
2280;333556.082829331;6401619.391175777;1.0474079009456985;5195633.814944692;333556.082829331;108666.54455854191;0.0;0;500;19
2340;326674.88230306807;6728294.273478845;1.1446827601243108;5481100.1178832855;326674.88230306807;98364.3997174231;0.0;0;508;19
2400;322445.39775404;7050739.671232885;1.0309408581027049;5766431.644745627;322445.39775404;89256.13651898867;170.20452448991253;0.08178001412884478;513;23
2460;321663.7037572618;7372403.374990147;1.0818287344859694;6049149.514061394;321663.7037572618;80483.69579737097;964.017888756018;0.5371931740505664;519;40
2520;322480.0625967694;7694883.437586916;0.8183297534622649;6342169.705533521;322480.0625967694;76214.51857735822;3095.7905611476444;0.9758152101314517;526;52
2580;317518.65397563844;8012402.091562554;0.8911593102606188;6627606.624339778;317518.65397563844;76814.49656363831;8620.411778625672;1;531;76
2640;322683.94762354053;8335086.039186095;0.9157551854408429;6917323.385287448;322683.94762354053;79217.229309921;10644.529415250256;1;511;83
2700;304053.4413049988;8639139.480491094;0.831916790769451;7191427.822124746;304053.4413049988;93702.52207582361;21972.54388282768;1;522;101
2760;306213.73621866433;8945353.21670976;0.8931163545444121;7465489.369579812;306213.73621866433;108877.19401403014;23212.719129106248;0.3148738962088195;526;114
2820;314855.20301969047;9260208.419729449;0.8404005717638917;7750090.152016002;314855.20301969047;125835.39316198158;24521.804293826473;0;539;115
2880;321781.96506586834;9581990.384795317;0.9111894412440369;8039069.297197085;321781.96506586834;145063.04038616136;27428.352195376097;0;540;113
2940;339953.8703635599;9921944.255158877;1.05427377770576;8341069.311563237;339953.8703635599;163315.96668181886;27741.390295009336;0;550;109
3000;355604.68660052604;10277548.941759404;0.9459328715880337;8662620.414786594;355604.68660052604;178536.64958302816;23734.078745501618;0;565;94
3060;361826.7854006786;10639375.727160083;0.9480723868467531;8990316.59426079;361826.7854006786;184128.9010778875;14124.902976480109;0;578;82
3120;371952.499049936;11011328.226210019;0.8838028123085951;9330452.192067616;371952.499049936;178173.398112514;1998.722345403822;0;582;48
3180;351917.6597034199;11363245.88591344;0.9067911288196454;9649725.371133529;351917.6597034199;170781.7841332979;769.5061801607051;0;571;30
3240;353774.08237584465;11717019.968289284;1.1746618350849976;9961211.627446314;353774.08237584465;160275.09050936572;65.2628918328079;0;575;26
3300;347270.87272348744;12064290.841012772;1.0592141540986373;10270350.790622251;347270.87272348744;150742.163122478;0.0;0;590;18
3360;357626.0150989745;12421916.856111746;1.0436524022667952;10590405.31923962;357626.0150989745;141349.29150207684;0.0;0;580;15
3420;351492.88276730577;12773409.738879053;0.8684554592792388;10910633.805472875;351492.88276730577;133533.1923685637;0.0;0;566;14
